probe_number,checkerboard_number,timestamps
291,3,3810.0
291,3,3820.0
291,3,3830.0
291,3,3840.0
291,3,3850.0
291,3,3860.0
291,3,3870.0
291,3,3880.0
291,3,3890.0
294,3,3700.0
294,3,3710.0
294,3,3720.0
294,3,3730.0
294,3,3740.0
294,3,3750.0
294,3,3760.0
294,3,3770.0
294,3,3780.0
294,3,3790.0
294,3,3800.0
294,3,3810.0
294,3,3820.0
294,3,3830.0
294,3,3840.0
294,3,3850.0
294,3,3860.0
294,3,3870.0
294,3,3880.0
294,3,3890.0
296,3,3700.0
296,3,3710.0
296,3,3720.0
296,3,3730.0
296,3,3740.0
296,3,3750.0
296,3,3760.0
296,3,3770.0
296,3,3780.0
296,3,3790.0
296,3,3800.0
296,3,3810.0
296,3,3820.0
296,3,3830.0
296,3,3840.0
296,3,3850.0
296,3,3860.0
296,3,3870.0
296,3,3880.0
296,3,3890.0
297,3,3700.0
297,3,3710.0
297,3,3720.0
297,3,3730.0
297,3,3740.0
297,3,3750.0
297,3,3760.0
297,3,3770.0
297,3,3780.0
297,3,3790.0
297,3,3800.0
297,3,3810.0
297,3,3820.0
297,3,3830.0
297,3,3840.0
297,3,3850.0
297,3,3860.0
297,3,3870.0
297,3,3880.0
297,3,3890.0
300,3,3700.0
300,3,3710.0
300,3,3720.0
300,3,3730.0
300,3,3740.0
300,3,3750.0
300,3,3760.0
300,3,3770.0
300,3,3780.0
300,3,3790.0
300,3,3800.0
300,3,3810.0
300,3,3820.0
300,3,3830.0
300,3,3840.0
300,3,3850.0
300,3,3860.0
300,3,3870.0
300,3,3880.0
300,3,3890.0
301,3,3700.0
301,3,3710.0
301,3,3720.0
301,3,3730.0
301,3,3740.0
301,3,3750.0
301,3,3760.0
301,3,3770.0
301,3,3780.0
301,3,3790.0
301,3,3800.0
301,3,3810.0
301,3,3820.0
301,3,3830.0
301,3,3840.0
301,3,3850.0
301,3,3860.0
301,3,3870.0
301,3,3880.0
301,3,3890.0
303,3,3700.0
303,3,3710.0
303,3,3720.0
303,3,3730.0
303,3,3740.0
303,3,3750.0
303,3,3760.0
303,3,3770.0
303,3,3780.0
303,3,3790.0
303,3,3800.0
303,3,3810.0
303,3,3820.0
303,3,3830.0
303,3,3840.0
303,3,3850.0
303,3,3860.0
303,3,3870.0
303,3,3880.0
303,3,3890.0
309,3,3700.0
309,3,3710.0
309,3,3720.0
309,3,3730.0
309,3,3740.0
309,3,3750.0
309,3,3760.0
309,3,3770.0
309,3,3780.0
309,3,3790.0
309,3,3800.0
309,3,3810.0
309,3,3820.0
309,3,3830.0
309,3,3840.0
309,3,3850.0
309,3,3860.0
309,3,3870.0
309,3,3880.0
309,3,3890.0
314,3,3700.0
314,3,3710.0
314,3,3720.0
314,3,3730.0
314,3,3740.0
314,3,3750.0
314,3,3760.0
314,3,3770.0
314,3,3780.0
314,3,3790.0
314,3,3800.0
314,3,3810.0
314,3,3820.0
314,3,3830.0
314,3,3840.0
314,3,3850.0
314,3,3860.0
314,3,3870.0
314,3,3880.0
314,3,3890.0
324,3,3700.0
324,3,3710.0
324,3,3720.0
324,3,3730.0
324,3,3740.0
324,3,3750.0
324,3,3760.0
324,3,3770.0
324,3,3780.0
324,3,3790.0
324,3,3800.0
324,3,3810.0
324,3,3820.0
324,3,3830.0
324,3,3840.0
324,3,3850.0
324,3,3860.0
324,3,3870.0
324,3,3880.0
324,3,3890.0
331,3,3700.0
331,3,3710.0
331,3,3720.0
331,3,3730.0
331,3,3740.0
331,3,3750.0
331,3,3760.0
331,3,3770.0
331,3,3780.0
331,3,3790.0
331,3,3800.0
331,3,3810.0
331,3,3820.0
331,3,3830.0
331,3,3840.0
331,3,3850.0
331,3,3860.0
331,3,3870.0
331,3,3880.0
331,3,3890.0
332,3,3700.0
332,3,3710.0
332,3,3720.0
332,3,3730.0
332,3,3740.0
332,3,3750.0
332,3,3760.0
332,3,3770.0
332,3,3780.0
332,3,3790.0
332,3,3800.0
332,3,3810.0
332,3,3820.0
332,3,3830.0
332,3,3840.0
332,3,3850.0
332,3,3860.0
332,3,3870.0
332,3,3880.0
332,3,3890.0
338,3,3700.0
338,3,3710.0
338,3,3720.0
338,3,3730.0
338,3,3740.0
338,3,3750.0
338,3,3760.0
338,3,3770.0
338,3,3780.0
338,3,3790.0
338,3,3800.0
338,3,3810.0
338,3,3820.0
338,3,3830.0
338,3,3840.0
338,3,3850.0
338,3,3860.0
338,3,3870.0
338,3,3880.0
338,3,3890.0
340,3,3700.0
340,3,3710.0
340,3,3720.0
340,3,3730.0
340,3,3740.0
340,3,3750.0
340,3,3760.0
340,3,3770.0
340,3,3780.0
340,3,3790.0
340,3,3800.0
340,3,3810.0
340,3,3820.0
340,3,3830.0
340,3,3840.0
340,3,3850.0
340,3,3860.0
340,3,3870.0
340,3,3880.0
340,3,3890.0
347,3,3700.0
347,3,3710.0
347,3,3720.0
347,3,3730.0
347,3,3740.0
347,3,3750.0
347,3,3760.0
347,3,3770.0
347,3,3780.0
347,3,3790.0
347,3,3800.0
347,3,3810.0
347,3,3820.0
347,3,3830.0
347,3,3840.0
347,3,3850.0
347,3,3860.0
347,3,3870.0
347,3,3880.0
347,3,3890.0
348,3,3700.0
348,3,3710.0
348,3,3720.0
348,3,3730.0
348,3,3740.0
348,3,3750.0
348,3,3760.0
348,3,3770.0
348,3,3780.0
348,3,3790.0
348,3,3800.0
348,3,3810.0
348,3,3820.0
348,3,3830.0
348,3,3840.0
348,3,3850.0
348,3,3860.0
348,3,3870.0
348,3,3880.0
348,3,3890.0
349,3,3700.0
349,3,3710.0
349,3,3720.0
349,3,3730.0
349,3,3740.0
349,3,3750.0
349,3,3760.0
349,3,3770.0
349,3,3780.0
349,3,3790.0
349,3,3800.0
349,3,3810.0
349,3,3820.0
349,3,3830.0
349,3,3840.0
349,3,3850.0
349,3,3860.0
349,3,3870.0
349,3,3880.0
349,3,3890.0
355,3,3700.0
355,3,3710.0
355,3,3720.0
355,3,3730.0
355,3,3740.0
355,3,3750.0
355,3,3760.0
355,3,3770.0
355,3,3780.0
355,3,3790.0
355,3,3800.0
355,3,3810.0
355,3,3820.0
355,3,3830.0
355,3,3840.0
355,3,3850.0
355,3,3860.0
355,3,3870.0
355,3,3880.0
355,3,3890.0
359,3,3700.0
359,3,3710.0
359,3,3720.0
359,3,3730.0
359,3,3740.0
359,3,3750.0
359,3,3760.0
359,3,3770.0
359,3,3780.0
359,3,3790.0
359,3,3800.0
359,3,3810.0
359,3,3820.0
359,3,3830.0
359,3,3840.0
359,3,3850.0
359,3,3860.0
359,3,3870.0
359,3,3880.0
359,3,3890.0
361,3,3700.0
361,3,3710.0
361,3,3720.0
361,3,3730.0
361,3,3740.0
361,3,3750.0
361,3,3760.0
361,3,3770.0
361,3,3780.0
361,3,3790.0
361,3,3800.0
361,3,3810.0
361,3,3820.0
361,3,3830.0
361,3,3840.0
361,3,3850.0
361,3,3860.0
361,3,3870.0
361,3,3880.0
361,3,3890.0
364,3,3700.0
364,3,3710.0
364,3,3720.0
364,3,3730.0
364,3,3740.0
364,3,3750.0
364,3,3760.0
364,3,3770.0
364,3,3780.0
364,3,3790.0
364,3,3800.0
364,3,3810.0
364,3,3820.0
364,3,3830.0
364,3,3840.0
364,3,3850.0
364,3,3860.0
364,3,3870.0
364,3,3880.0
364,3,3890.0
366,3,3700.0
366,3,3710.0
366,3,3720.0
366,3,3730.0
366,3,3740.0
366,3,3750.0
366,3,3760.0
366,3,3770.0
366,3,3780.0
366,3,3790.0
366,3,3800.0
366,3,3810.0
366,3,3820.0
366,3,3830.0
366,3,3840.0
366,3,3850.0
366,3,3860.0
366,3,3870.0
366,3,3880.0
366,3,3890.0
367,3,3700.0
367,3,3710.0
367,3,3720.0
367,3,3730.0
367,3,3740.0
367,3,3750.0
367,3,3760.0
367,3,3770.0
367,3,3780.0
367,3,3790.0
367,3,3800.0
367,3,3810.0
367,3,3820.0
367,3,3830.0
367,3,3840.0
367,3,3850.0
367,3,3860.0
367,3,3870.0
367,3,3880.0
367,3,3890.0
369,3,3700.0
369,3,3710.0
369,3,3720.0
369,3,3730.0
369,3,3740.0
369,3,3750.0
369,3,3760.0
369,3,3770.0
369,3,3780.0
369,3,3790.0
369,3,3800.0
369,3,3810.0
369,3,3820.0
369,3,3830.0
369,3,3840.0
369,3,3850.0
369,3,3860.0
369,3,3870.0
369,3,3880.0
369,3,3890.0
372,3,3700.0
372,3,3710.0
372,3,3720.0
372,3,3730.0
372,3,3740.0
372,3,3750.0
372,3,3760.0
372,3,3770.0
372,3,3780.0
372,3,3790.0
372,3,3800.0
372,3,3810.0
372,3,3820.0
372,3,3830.0
372,3,3840.0
372,3,3850.0
372,3,3860.0
372,3,3870.0
372,3,3880.0
372,3,3890.0
376,3,3700.0
376,3,3710.0
376,3,3720.0
376,3,3730.0
376,3,3740.0
376,3,3750.0
376,3,3760.0
376,3,3770.0
376,3,3780.0
376,3,3790.0
376,3,3800.0
376,3,3810.0
376,3,3820.0
376,3,3830.0
376,3,3840.0
376,3,3850.0
376,3,3860.0
376,3,3870.0
376,3,3880.0
376,3,3890.0
378,3,3700.0
378,3,3710.0
378,3,3720.0
378,3,3730.0
378,3,3740.0
378,3,3750.0
378,3,3760.0
378,3,3770.0
378,3,3780.0
378,3,3790.0
378,3,3800.0
378,3,3810.0
378,3,3820.0
378,3,3830.0
378,3,3840.0
378,3,3850.0
378,3,3860.0
378,3,3870.0
378,3,3880.0
378,3,3890.0
379,3,3700.0
379,3,3710.0
379,3,3720.0
379,3,3730.0
379,3,3740.0
379,3,3750.0
379,3,3760.0
379,3,3770.0
379,3,3780.0
379,3,3790.0
379,3,3800.0
379,3,3810.0
379,3,3820.0
379,3,3830.0
379,3,3840.0
379,3,3850.0
379,3,3860.0
379,3,3870.0
379,3,3880.0
379,3,3890.0
382,3,3700.0
382,3,3710.0
382,3,3720.0
382,3,3730.0
382,3,3740.0
382,3,3750.0
382,3,3760.0
382,3,3770.0
382,3,3780.0
382,3,3790.0
382,3,3800.0
382,3,3810.0
382,3,3820.0
382,3,3830.0
382,3,3840.0
382,3,3850.0
382,3,3860.0
382,3,3870.0
382,3,3880.0
382,3,3890.0
385,3,3700.0
385,3,3710.0
385,3,3720.0
385,3,3730.0
385,3,3740.0
385,3,3750.0
385,3,3760.0
385,3,3770.0
385,3,3780.0
385,3,3790.0
385,3,3800.0
385,3,3810.0
385,3,3820.0
385,3,3830.0
385,3,3840.0
385,3,3850.0
385,3,3860.0
385,3,3870.0
385,3,3880.0
385,3,3890.0
388,3,3700.0
388,3,3710.0
388,3,3720.0
388,3,3730.0
388,3,3740.0
388,3,3750.0
388,3,3760.0
388,3,3770.0
388,3,3780.0
388,3,3790.0
388,3,3800.0
388,3,3810.0
388,3,3820.0
388,3,3830.0
388,3,3840.0
388,3,3850.0
388,3,3860.0
388,3,3870.0
388,3,3880.0
388,3,3890.0
399,3,3700.0
399,3,3710.0
399,3,3720.0
399,3,3730.0
399,3,3740.0
399,3,3750.0
399,3,3760.0
399,3,3770.0
399,3,3780.0
399,3,3790.0
399,3,3800.0
399,3,3810.0
399,3,3820.0
399,3,3830.0
399,3,3840.0
399,3,3850.0
399,3,3860.0
399,3,3870.0
399,3,3880.0
399,3,3890.0
400,3,3700.0
400,3,3710.0
400,3,3720.0
400,3,3730.0
400,3,3740.0
400,3,3750.0
400,3,3760.0
400,3,3770.0
400,3,3780.0
400,3,3790.0
400,3,3800.0
400,3,3810.0
400,3,3820.0
400,3,3830.0
400,3,3840.0
400,3,3850.0
400,3,3860.0
400,3,3870.0
400,3,3880.0
400,3,3890.0
432,3,3700.0
432,3,3710.0
432,3,3720.0
432,3,3730.0
432,3,3740.0
432,3,3750.0
432,3,3760.0
432,3,3770.0
432,3,3780.0
432,3,3790.0
432,3,3800.0
432,3,3810.0
432,3,3820.0
432,3,3830.0
432,3,3840.0
432,3,3850.0
432,3,3860.0
432,3,3870.0
432,3,3880.0
432,3,3890.0
435,3,3700.0
435,3,3710.0
435,3,3720.0
435,3,3730.0
435,3,3740.0
435,3,3750.0
435,3,3760.0
435,3,3770.0
435,3,3780.0
435,3,3790.0
435,3,3800.0
435,3,3810.0
435,3,3820.0
435,3,3830.0
435,3,3840.0
435,3,3850.0
435,3,3860.0
435,3,3870.0
435,3,3880.0
435,3,3890.0
447,3,3700.0
447,3,3710.0
447,3,3720.0
447,3,3730.0
447,3,3740.0
447,3,3750.0
447,3,3760.0
447,3,3770.0
447,3,3780.0
447,3,3790.0
447,3,3800.0
447,3,3810.0
447,3,3820.0
447,3,3830.0
447,3,3840.0
447,3,3850.0
447,3,3860.0
447,3,3870.0
447,3,3880.0
447,3,3890.0
451,3,3700.0
451,3,3710.0
451,3,3720.0
451,3,3730.0
451,3,3740.0
451,3,3750.0
451,3,3760.0
451,3,3770.0
451,3,3780.0
451,3,3790.0
451,3,3800.0
451,3,3810.0
451,3,3820.0
451,3,3830.0
451,3,3840.0
451,3,3850.0
451,3,3860.0
451,3,3870.0
451,3,3880.0
451,3,3890.0
453,3,3700.0
453,3,3710.0
453,3,3720.0
453,3,3730.0
453,3,3740.0
453,3,3750.0
453,3,3760.0
453,3,3770.0
453,3,3780.0
453,3,3790.0
453,3,3800.0
453,3,3810.0
453,3,3820.0
453,3,3830.0
453,3,3840.0
453,3,3850.0
453,3,3860.0
453,3,3870.0
453,3,3880.0
453,3,3890.0
454,3,3700.0
454,3,3710.0
454,3,3720.0
454,3,3730.0
454,3,3740.0
454,3,3750.0
454,3,3760.0
454,3,3770.0
454,3,3780.0
454,3,3790.0
454,3,3800.0
454,3,3810.0
454,3,3820.0
454,3,3830.0
454,3,3840.0
454,3,3850.0
454,3,3860.0
454,3,3870.0
454,3,3880.0
454,3,3890.0
459,3,3700.0
459,3,3710.0
459,3,3720.0
459,3,3730.0
459,3,3740.0
459,3,3750.0
459,3,3760.0
459,3,3770.0
459,3,3780.0
459,3,3790.0
459,3,3800.0
459,3,3810.0
459,3,3820.0
459,3,3830.0
459,3,3840.0
459,3,3850.0
459,3,3860.0
459,3,3870.0
459,3,3880.0
459,3,3890.0
469,3,3700.0
469,3,3710.0
469,3,3720.0
469,3,3730.0
469,3,3740.0
469,3,3750.0
469,3,3760.0
469,3,3770.0
469,3,3780.0
469,3,3790.0
469,3,3800.0
469,3,3810.0
469,3,3820.0
469,3,3830.0
469,3,3840.0
469,3,3850.0
469,3,3860.0
469,3,3870.0
469,3,3880.0
469,3,3890.0
470,3,3700.0
470,3,3710.0
470,3,3720.0
470,3,3730.0
470,3,3740.0
470,3,3750.0
470,3,3760.0
470,3,3770.0
470,3,3780.0
470,3,3790.0
470,3,3800.0
470,3,3810.0
470,3,3820.0
470,3,3830.0
470,3,3840.0
470,3,3850.0
470,3,3860.0
470,3,3870.0
470,3,3880.0
470,3,3890.0
480,3,3700.0
480,3,3710.0
480,3,3720.0
480,3,3730.0
480,3,3740.0
480,3,3750.0
480,3,3760.0
480,3,3770.0
480,3,3780.0
480,3,3790.0
480,3,3800.0
480,3,3810.0
480,3,3820.0
480,3,3830.0
480,3,3840.0
480,3,3850.0
480,3,3860.0
480,3,3870.0
480,3,3880.0
480,3,3890.0
482,3,3700.0
482,3,3710.0
482,3,3720.0
482,3,3730.0
482,3,3740.0
482,3,3750.0
482,3,3760.0
482,3,3770.0
482,3,3780.0
482,3,3790.0
482,3,3800.0
482,3,3810.0
482,3,3820.0
482,3,3830.0
482,3,3840.0
482,3,3850.0
482,3,3860.0
482,3,3870.0
482,3,3880.0
482,3,3890.0
492,3,3700.0
492,3,3710.0
492,3,3720.0
492,3,3730.0
492,3,3740.0
492,3,3750.0
492,3,3760.0
492,3,3770.0
492,3,3780.0
492,3,3790.0
492,3,3800.0
492,3,3810.0
492,3,3820.0
492,3,3830.0
492,3,3840.0
492,3,3850.0
492,3,3860.0
492,3,3870.0
492,3,3880.0
492,3,3890.0
496,3,3700.0
496,3,3710.0
496,3,3720.0
496,3,3730.0
496,3,3740.0
496,3,3750.0
496,3,3760.0
496,3,3770.0
496,3,3780.0
496,3,3790.0
496,3,3800.0
496,3,3810.0
496,3,3820.0
496,3,3830.0
496,3,3840.0
496,3,3850.0
496,3,3860.0
496,3,3870.0
496,3,3880.0
496,3,3890.0
500,3,3700.0
500,3,3710.0
500,3,3720.0
500,3,3730.0
500,3,3740.0
500,3,3750.0
500,3,3760.0
500,3,3770.0
500,3,3780.0
500,3,3790.0
500,3,3800.0
500,3,3810.0
500,3,3820.0
500,3,3830.0
500,3,3840.0
500,3,3850.0
500,3,3860.0
500,3,3870.0
500,3,3880.0
500,3,3890.0
512,3,3700.0
512,3,3710.0
512,3,3720.0
512,3,3730.0
512,3,3740.0
512,3,3750.0
512,3,3760.0
512,3,3770.0
512,3,3780.0
512,3,3790.0
512,3,3800.0
512,3,3810.0
512,3,3820.0
512,3,3830.0
512,3,3840.0
512,3,3850.0
512,3,3860.0
512,3,3870.0
512,3,3880.0
512,3,3890.0
514,3,3700.0
514,3,3710.0
514,3,3720.0
514,3,3730.0
514,3,3740.0
514,3,3750.0
514,3,3760.0
514,3,3770.0
514,3,3780.0
514,3,3790.0
514,3,3800.0
514,3,3810.0
514,3,3820.0
514,3,3830.0
514,3,3840.0
514,3,3850.0
514,3,3860.0
514,3,3870.0
514,3,3880.0
514,3,3890.0
549,3,3700.0
549,3,3710.0
549,3,3720.0
549,3,3730.0
549,3,3740.0
549,3,3750.0
549,3,3760.0
549,3,3770.0
549,3,3780.0
549,3,3790.0
549,3,3800.0
549,3,3810.0
549,3,3820.0
549,3,3830.0
549,3,3840.0
549,3,3850.0
549,3,3860.0
549,3,3870.0
549,3,3880.0
549,3,3890.0
556,3,3700.0
556,3,3710.0
556,3,3720.0
556,3,3730.0
556,3,3740.0
556,3,3750.0
556,3,3760.0
556,3,3770.0
556,3,3780.0
556,3,3790.0
556,3,3800.0
556,3,3810.0
556,3,3820.0
556,3,3830.0
556,3,3840.0
556,3,3850.0
556,3,3860.0
556,3,3870.0
556,3,3880.0
556,3,3890.0
559,3,3700.0
559,3,3710.0
559,3,3720.0
559,3,3730.0
559,3,3740.0
559,3,3750.0
559,3,3760.0
559,3,3770.0
559,3,3780.0
559,3,3790.0
559,3,3800.0
559,3,3810.0
559,3,3820.0
559,3,3830.0
559,3,3840.0
559,3,3850.0
559,3,3860.0
559,3,3870.0
559,3,3880.0
559,3,3890.0
562,3,3700.0
562,3,3710.0
562,3,3720.0
562,3,3730.0
562,3,3740.0
562,3,3750.0
562,3,3760.0
562,3,3770.0
562,3,3780.0
562,3,3790.0
562,3,3800.0
562,3,3810.0
562,3,3820.0
562,3,3830.0
562,3,3840.0
562,3,3850.0
562,3,3860.0
562,3,3870.0
562,3,3880.0
562,3,3890.0
565,3,3700.0
565,3,3710.0
565,3,3720.0
565,3,3730.0
565,3,3740.0
565,3,3750.0
565,3,3760.0
565,3,3770.0
565,3,3780.0
565,3,3790.0
565,3,3800.0
565,3,3810.0
565,3,3820.0
565,3,3830.0
565,3,3840.0
565,3,3850.0
565,3,3860.0
565,3,3870.0
565,3,3880.0
565,3,3890.0
568,3,3700.0
568,3,3710.0
568,3,3720.0
568,3,3730.0
568,3,3740.0
568,3,3750.0
568,3,3760.0
568,3,3770.0
568,3,3780.0
568,3,3790.0
568,3,3800.0
568,3,3810.0
568,3,3820.0
568,3,3830.0
568,3,3840.0
568,3,3850.0
568,3,3860.0
568,3,3870.0
568,3,3880.0
568,3,3890.0
580,3,3700.0
580,3,3710.0
580,3,3720.0
580,3,3730.0
580,3,3740.0
580,3,3750.0
580,3,3760.0
580,3,3770.0
580,3,3780.0
580,3,3790.0
580,3,3800.0
580,3,3810.0
580,3,3820.0
580,3,3830.0
580,3,3840.0
580,3,3850.0
580,3,3860.0
580,3,3870.0
580,3,3880.0
580,3,3890.0
582,3,3700.0
582,3,3710.0
582,3,3720.0
582,3,3730.0
582,3,3740.0
582,3,3750.0
582,3,3760.0
582,3,3770.0
582,3,3780.0
582,3,3790.0
582,3,3800.0
582,3,3810.0
582,3,3820.0
582,3,3830.0
582,3,3840.0
582,3,3850.0
582,3,3860.0
582,3,3870.0
582,3,3880.0
582,3,3890.0
583,3,3700.0
583,3,3710.0
583,3,3720.0
583,3,3730.0
583,3,3740.0
583,3,3750.0
583,3,3760.0
583,3,3770.0
583,3,3780.0
583,3,3790.0
583,3,3800.0
583,3,3810.0
583,3,3820.0
583,3,3830.0
583,3,3840.0
583,3,3850.0
583,3,3860.0
583,3,3870.0
583,3,3880.0
583,3,3890.0
586,3,3700.0
586,3,3710.0
586,3,3720.0
586,3,3730.0
586,3,3740.0
586,3,3750.0
586,3,3760.0
586,3,3770.0
586,3,3780.0
586,3,3790.0
586,3,3800.0
586,3,3810.0
586,3,3820.0
586,3,3830.0
586,3,3840.0
586,3,3850.0
586,3,3860.0
586,3,3870.0
586,3,3880.0
586,3,3890.0
598,3,3700.0
598,3,3710.0
598,3,3720.0
598,3,3730.0
598,3,3740.0
598,3,3750.0
598,3,3760.0
598,3,3770.0
598,3,3780.0
598,3,3790.0
598,3,3800.0
598,3,3810.0
598,3,3820.0
598,3,3830.0
598,3,3840.0
598,3,3850.0
598,3,3860.0
598,3,3870.0
598,3,3880.0
598,3,3890.0
604,3,3700.0
604,3,3710.0
604,3,3720.0
604,3,3730.0
604,3,3740.0
604,3,3750.0
604,3,3760.0
604,3,3770.0
604,3,3780.0
604,3,3790.0
604,3,3800.0
604,3,3810.0
604,3,3820.0
604,3,3830.0
604,3,3840.0
604,3,3850.0
604,3,3860.0
604,3,3870.0
604,3,3880.0
604,3,3890.0
606,3,3700.0
606,3,3710.0
606,3,3720.0
606,3,3730.0
606,3,3740.0
606,3,3750.0
606,3,3760.0
606,3,3770.0
606,3,3780.0
606,3,3790.0
606,3,3800.0
606,3,3810.0
606,3,3820.0
606,3,3830.0
606,3,3840.0
606,3,3850.0
606,3,3860.0
606,3,3870.0
606,3,3880.0
606,3,3890.0
613,3,3700.0
613,3,3710.0
613,3,3720.0
613,3,3730.0
613,3,3740.0
613,3,3750.0
613,3,3760.0
613,3,3770.0
613,3,3780.0
613,3,3790.0
613,3,3800.0
613,3,3810.0
613,3,3820.0
613,3,3830.0
613,3,3840.0
613,3,3850.0
613,3,3860.0
613,3,3870.0
613,3,3880.0
613,3,3890.0
617,3,3700.0
617,3,3710.0
617,3,3720.0
617,3,3730.0
617,3,3740.0
617,3,3750.0
617,3,3760.0
617,3,3770.0
617,3,3780.0
617,3,3790.0
617,3,3800.0
617,3,3810.0
617,3,3820.0
617,3,3830.0
617,3,3840.0
617,3,3850.0
617,3,3860.0
617,3,3870.0
617,3,3880.0
617,3,3890.0
619,3,3700.0
619,3,3710.0
619,3,3720.0
619,3,3730.0
619,3,3740.0
619,3,3750.0
619,3,3760.0
619,3,3770.0
619,3,3780.0
619,3,3790.0
619,3,3800.0
619,3,3810.0
619,3,3820.0
619,3,3830.0
619,3,3840.0
619,3,3850.0
619,3,3860.0
619,3,3870.0
619,3,3880.0
619,3,3890.0
625,3,3700.0
625,3,3710.0
625,3,3720.0
625,3,3730.0
625,3,3740.0
625,3,3750.0
625,3,3760.0
625,3,3770.0
625,3,3780.0
625,3,3790.0
625,3,3800.0
625,3,3810.0
625,3,3820.0
625,3,3830.0
625,3,3840.0
625,3,3850.0
625,3,3860.0
625,3,3870.0
625,3,3880.0
625,3,3890.0
633,3,3700.0
633,3,3710.0
633,3,3720.0
633,3,3730.0
633,3,3740.0
633,3,3750.0
633,3,3760.0
633,3,3770.0
633,3,3780.0
633,3,3790.0
633,3,3800.0
633,3,3810.0
633,3,3820.0
633,3,3830.0
633,3,3840.0
633,3,3850.0
633,3,3860.0
633,3,3870.0
633,3,3880.0
633,3,3890.0
648,3,3700.0
648,3,3710.0
648,3,3720.0
648,3,3730.0
648,3,3740.0
648,3,3750.0
648,3,3760.0
648,3,3770.0
648,3,3780.0
648,3,3790.0
648,3,3800.0
648,3,3810.0
648,3,3820.0
648,3,3830.0
648,3,3840.0
648,3,3850.0
648,3,3860.0
648,3,3870.0
648,3,3880.0
648,3,3890.0
665,3,3700.0
665,3,3710.0
665,3,3720.0
665,3,3730.0
665,3,3740.0
665,3,3750.0
665,3,3760.0
665,3,3770.0
665,3,3780.0
665,3,3790.0
665,3,3800.0
665,3,3810.0
665,3,3820.0
665,3,3830.0
665,3,3840.0
665,3,3850.0
665,3,3860.0
665,3,3870.0
665,3,3880.0
665,3,3890.0
668,3,3700.0
668,3,3710.0
668,3,3720.0
668,3,3730.0
668,3,3740.0
668,3,3750.0
668,3,3760.0
668,3,3770.0
668,3,3780.0
668,3,3790.0
668,3,3800.0
668,3,3810.0
668,3,3820.0
668,3,3830.0
668,3,3840.0
668,3,3850.0
668,3,3860.0
668,3,3870.0
668,3,3880.0
668,3,3890.0
674,3,3700.0
674,3,3710.0
674,3,3720.0
674,3,3730.0
674,3,3740.0
674,3,3750.0
674,3,3760.0
674,3,3770.0
674,3,3780.0
674,3,3790.0
674,3,3800.0
674,3,3810.0
674,3,3820.0
674,3,3830.0
674,3,3840.0
674,3,3850.0
674,3,3860.0
674,3,3870.0
674,3,3880.0
674,3,3890.0
675,3,3700.0
675,3,3710.0
675,3,3720.0
675,3,3730.0
675,3,3740.0
675,3,3750.0
675,3,3760.0
675,3,3770.0
675,3,3780.0
675,3,3790.0
675,3,3800.0
675,3,3810.0
675,3,3820.0
675,3,3830.0
675,3,3840.0
675,3,3850.0
675,3,3860.0
675,3,3870.0
675,3,3880.0
675,3,3890.0
1,4,4900.0
1,4,4910.0
1,4,4920.0
1,4,4930.0
1,4,4940.0
1,4,4950.0
1,4,4960.0
1,4,4970.0
1,4,4980.0
1,4,4990.0
1,4,5000.0
1,4,5010.0
1,4,5020.0
1,4,5030.0
1,4,5040.0
1,4,5050.0
1,4,5060.0
1,4,5070.0
1,4,5080.0
1,4,5090.0
3,4,4900.0
3,4,4910.0
3,4,4920.0
3,4,4930.0
3,4,4940.0
3,4,4950.0
3,4,4960.0
3,4,4970.0
3,4,4980.0
3,4,4990.0
3,4,5000.0
3,4,5010.0
3,4,5020.0
3,4,5030.0
3,4,5040.0
3,4,5050.0
3,4,5060.0
3,4,5070.0
3,4,5080.0
3,4,5090.0
4,4,4900.0
4,4,4910.0
4,4,4920.0
4,4,4930.0
4,4,4940.0
4,4,4950.0
4,4,4960.0
4,4,4970.0
4,4,4980.0
4,4,4990.0
4,4,5000.0
4,4,5010.0
4,4,5020.0
4,4,5030.0
4,4,5040.0
4,4,5050.0
4,4,5060.0
4,4,5070.0
4,4,5080.0
4,4,5090.0
6,4,4900.0
6,4,4910.0
6,4,4920.0
6,4,4930.0
6,4,4940.0
6,4,4950.0
6,4,4960.0
6,4,4970.0
6,4,4980.0
6,4,4990.0
6,4,5000.0
6,4,5010.0
6,4,5020.0
6,4,5030.0
6,4,5040.0
6,4,5050.0
6,4,5060.0
6,4,5070.0
6,4,5080.0
6,4,5090.0
11,4,4900.0
11,4,4910.0
11,4,4920.0
11,4,4930.0
11,4,4940.0
11,4,4950.0
11,4,4960.0
11,4,4970.0
11,4,4980.0
11,4,4990.0
11,4,5000.0
11,4,5010.0
11,4,5020.0
11,4,5030.0
11,4,5040.0
11,4,5050.0
11,4,5060.0
11,4,5070.0
11,4,5080.0
11,4,5090.0
15,4,4900.0
15,4,4910.0
15,4,4920.0
15,4,4930.0
15,4,4940.0
15,4,4950.0
15,4,4960.0
15,4,4970.0
15,4,4980.0
15,4,4990.0
15,4,5000.0
15,4,5010.0
15,4,5020.0
15,4,5030.0
15,4,5040.0
15,4,5050.0
15,4,5060.0
15,4,5070.0
15,4,5080.0
15,4,5090.0
16,4,4900.0
16,4,4910.0
16,4,4920.0
16,4,4930.0
